,Open,High,Low,Close,Volume
2025-09-16,1006.8493701300575,1014.0740926957869,993.4228881310803,1004.8299720625627,3569123
2025-09-17,1000.5359068486379,1021.4511833559807,988.8630086322754,1004.828907664929,5279269
2025-09-18,1009.637193667376,1014.2535972869301,994.6358949615656,1006.3980004663779,3726470
2025-09-19,1054.6958874617005,1062.897969845982,1041.7591784502747,1052.5251361794622,5340420
2025-09-22,1044.9933916151083,1061.3303048394073,1041.4597281581762,1049.3866616699709,2048874
2025-09-23,1051.2181552983227,1068.9161213671584,1037.7570750149487,1055.6006109247687,3622572
2025-09-24,1060.579944721239,1064.558703964047,1034.5089451866625,1055.443737764465,5220281
2025-09-25,1032.6653576489973,1040.9162403033795,1015.409071963998,1033.9653540608153,4689784
2025-09-26,1054.5918858468767,1070.9094749111296,1049.0944194983022,1055.9578502498384,2709662
2025-09-29,1074.2066280478941,1080.8475076616714,1063.4770216678207,1070.8569920109373,7321129
2025-09-30,1091.5912941073966,1101.6393032010762,1074.7346967033145,1086.730905592145,6872554
2025-10-01,1074.794494868214,1077.4208136750894,1057.8389795119333,1069.596245735331,2470452
2025-10-02,1100.2509631945989,1110.8781181019465,1086.468677937082,1097.470213084927,7672605
2025-10-03,1069.3087652012418,1084.5398613740092,1052.0372758636893,1070.63357162021,4139686
2025-10-06,1078.0097574002523,1088.7725301474632,1075.7160870450036,1082.5184389400424,4592670
2025-10-07,1129.7114451866657,1137.9103046807732,1111.1340902431664,1126.589138135151,6810833
2025-10-08,1107.8542261109035,1114.9759819029655,1091.426626621597,1107.2075698367223,2442061
2025-10-09,1095.6698451328011,1103.025615668758,1083.1056411494994,1096.5007513707817,5334732
2025-10-10,1103.4583463187457,1120.8068883255,1077.78691980224,1098.992541932738,5761675
2025-10-13,1085.360201312198,1100.3130978568743,1070.522375493167,1089.5965802489118,4261286
2025-10-14,1060.0308536426642,1078.2879090223523,1050.642796446886,1060.1090355784413,2488972
2025-10-15,1056.7346653947254,1071.2894697763668,1042.004130632213,1061.9237169328683,3123994
2025-10-16,1041.980648374168,1058.1738662378784,1030.8912024826323,1042.3073007906842,5081328
2025-10-17,1047.0648079366376,1068.9832934042158,1034.5672992717289,1051.731305286824,7371112
2025-10-20,1031.016406794921,1049.3832494769258,1020.3058542522589,1034.9614945858063,6098064
2025-10-21,1060.6767650047846,1077.6045519966008,1048.0649641913724,1064.7491510451962,4617703
2025-10-22,1051.9103106540188,1062.0834198868615,1034.939904447809,1050.343090555346,2163038
2025-10-23,1047.3397457254014,1055.4602924753053,1035.142316480592,1044.7691447446123,7124795
2025-10-24,1061.569833547693,1080.7780528833548,1044.199132707608,1060.6855531005092,7411263
2025-10-27,1042.7350930266568,1056.059690588126,1025.9976615557828,1037.9380283892638,5963735
2025-10-28,1041.3880342642933,1062.999611852258,1029.2845092087855,1042.6927496592905,3374572
2025-10-29,1065.736522996624,1075.3565861667687,1057.2969310748983,1068.0251718553775,4355874
2025-10-30,1041.8854623609204,1054.6297366178317,1031.8852722877814,1038.0591852539837,2600530
2025-10-31,1039.130736086104,1061.8873667824948,1032.6209012468996,1042.0108975700684,7421469
2025-11-03,1052.2471414161732,1055.4796869511229,1029.82437594602,1047.395369985344,5648966
2025-11-04,1057.5607644692614,1069.119075511992,1041.987509521678,1062.7453199581205,3077833
2025-11-05,1044.725681943819,1056.5985939134314,1023.133589934862,1039.8396953835106,4577640
2025-11-06,1011.2585717493735,1029.7332116178907,1004.6497077982725,1015.8996084149501,2435423
2025-11-07,1029.9903916424332,1044.0626975286089,1006.249230643849,1025.9773518824434,3192929
2025-11-10,1032.2537923458417,1039.2913745577453,1019.0120779675937,1031.9679257849843,2323390
2025-11-11,1042.2378557179313,1054.6826960617063,1025.6677010779285,1037.1251936216925,3664221
2025-11-12,1039.6600286993041,1052.4884286617303,1028.4626715587053,1044.1100616499998,6068316
2025-11-13,1032.4545756009027,1039.5914938247504,1023.1934280723143,1031.8988538574124,3656671
2025-11-14,1041.580693525706,1044.4533919973042,1017.6387355024523,1036.7153620444785,7681635
2025-11-17,1042.936045409788,1060.6489786496898,1023.0164882614648,1042.6952052960992,2138563
2025-11-18,1031.196645161278,1045.289275435385,1020.515765791782,1029.8640151510274,2783066
2025-11-19,1067.6313196134172,1079.2335062173372,1052.1541459909477,1065.5455282114092,3554623
2025-11-20,1074.6955277048135,1086.3473500289595,1064.7830008159544,1075.1842950371215,6899856
2025-11-21,1054.2183370789164,1071.9934279602883,1038.6850878883974,1052.8753095483773,6055957
2025-11-24,1066.7981241788634,1077.5035206869684,1048.5210268089634,1065.8994184184319,2597897
2025-11-25,1052.0645194095084,1065.935485870885,1039.778302362909,1047.8609413046586,5941237
2025-11-26,1058.485065401736,1075.639113389391,1054.802553816329,1063.3184177581516,2772800
2025-11-27,1083.8643331592482,1097.8166266878181,1075.8378783769795,1086.243606508202,7496853
2025-11-28,1075.6481629469004,1083.6109057218805,1053.779840523108,1070.8250439744718,4042999
2025-12-01,1094.3290367069724,1100.4531103229979,1077.9243061448385,1090.0748692748962,5522554
2025-12-02,1098.2402187657424,1116.5423513332164,1082.7020604148336,1098.7274301863213,5659985
2025-12-03,1116.9776453494683,1129.6283932058736,1094.857238928445,1115.6374011574123,3902897
2025-12-04,1152.364243809603,1164.7328836984582,1147.728208364321,1154.9353472169103,5576511
2025-12-05,1146.8051071400923,1171.6678675562864,1129.7460083164417,1150.392939297794,3163950
2025-12-08,1135.0190421536277,1147.646609084759,1128.906534756693,1135.4312217979498,2549148
2025-12-09,1116.2891066743425,1132.6329652823915,1103.0489920995533,1117.928523946972,4773707
2025-12-10,1103.0788861732972,1122.6537658117873,1083.1744102277307,1102.1568645938805,6678394
2025-12-11,1096.5027660215562,1116.9690335337355,1088.0802349710889,1101.1525518421618,7068002
2025-12-12,1113.7214470573047,1115.948928346149,1100.8081190500416,1108.4629563474894,4773939
2025-12-15,1119.9469097063732,1135.8126324360996,1104.478672517149,1114.527955038746,3935740
2025-12-16,1134.028233028977,1148.100857670127,1122.8425709840792,1131.7854675474587,5434955
2025-12-17,1132.998398545888,1143.9421818539481,1121.1297509649478,1132.58957486377,6936710
2025-12-18,1160.951507283428,1171.4128045520183,1151.9821778674104,1163.1670192315298,7038108
2025-12-19,1161.8248069289687,1177.7759012754134,1149.7796082509637,1158.19046293755,4745226
2025-12-22,1219.1375522988003,1234.2924269159566,1197.1090623233642,1216.889577912836,7155872
2025-12-23,1227.1037829052302,1247.2665497397493,1215.6718063599653,1231.2578382845907,7774981
2025-12-24,1217.968718048008,1235.3133214385514,1192.7494048437536,1212.9842360783373,5177326
2025-12-25,1194.2327651387163,1210.426382504785,1184.2211380705294,1190.3933033979945,3554510
2025-12-26,1206.7518962095253,1210.0881892952398,1194.3334285338901,1201.348232899609,3830815
2025-12-29,1199.7977072745991,1208.6785239224985,1173.861681281236,1197.095628906094,5763122
2025-12-30,1214.533463665375,1223.7451936095463,1201.7340152762915,1213.15755864323,4386378
2025-12-31,1223.117682990648,1243.8992536516052,1216.6253189241338,1224.1184850962682,6421590
2026-01-01,1228.3897926249049,1229.8277899529692,1201.9480787418765,1223.0971030807966,4534937
2026-01-02,1209.5811100341366,1221.4974713947256,1191.3330849419667,1205.1694199802873,5157473
2026-01-05,1167.9743329176765,1192.5958906568824,1165.956400789857,1173.310329236761,2812461
2026-01-06,1158.9569668473625,1185.609193018392,1141.7757836245307,1164.4722921960317,6427036
2026-01-07,1181.6635751439917,1195.1116768800637,1171.8396968437708,1183.1251681423332,6055555
2026-01-08,1191.9492402681287,1208.838354002872,1169.7937957183665,1188.2590621722359,3718224
2026-01-09,1168.128719337178,1170.2057114760737,1155.3336858433654,1162.4643082512634,4710626
2026-01-12,1162.5706685536761,1187.2950138180313,1160.3093582091437,1166.6490766657964,2924044
2026-01-13,1176.434636767319,1183.452548773579,1168.469072797056,1175.3282918384755,4981352
2026-01-14,1155.9499357747288,1170.0119399226699,1142.4141751963664,1157.3284197414487,3386652
2026-01-15,1166.5441293875406,1180.7794010475973,1152.8798602538511,1161.0880096588548,2285555
2026-01-16,1166.837155660897,1171.2880816351692,1154.3329952051101,1162.858795671557,2444191
2026-01-19,1143.5777829890492,1149.339628062249,1122.3826278985305,1139.7217770634,3502337
2026-01-20,1147.2725421512375,1165.803189106746,1138.9485395563695,1147.6318294142143,7748398
2026-01-21,1158.8390492561869,1178.152897835679,1137.2742925566824,1159.8269956631148,5486669
2026-01-22,1180.541775390845,1200.5182973018739,1170.141219649507,1183.222874748323,2920597
2026-01-23,1201.1032125214233,1225.045887909673,1186.4886680324655,1206.4553440495915,4043338
2026-01-26,1181.7605560570003,1192.9389984741201,1156.0462036011531,1177.4660738129926,5722946
2026-01-27,1161.9320722789264,1168.474166217507,1136.4785937405495,1158.3077157475211,3486205
2026-01-28,1175.4976992862432,1181.5661655073102,1158.4759241778906,1169.6527378391859,4865899
2026-01-29,1186.9480082798925,1190.2049577882203,1163.4819766949427,1181.0823184104995,2224695
2026-01-30,1193.3117791182901,1214.8658884649114,1181.7635627206,1192.6506725086374,4981467
2026-02-02,1282.3443242999267,1296.4902875617697,1254.5799157174738,1278.9042328613189,5441628
2026-02-03,1298.4791027166696,1306.9660190955367,1272.988672028292,1292.7294849873604,3101844
2026-02-04,1324.6689912979298,1335.8018115041793,1304.3347498447133,1320.0534588236062,7675310
2026-02-05,1340.1623201787295,1369.3655614388858,1332.6214279776623,1343.5568420443137,6767493
2026-02-06,1359.3776831771158,1369.9790437013328,1339.3520932566767,1360.0503078170645,3410706
2026-02-09,1347.980754277368,1371.6607306917176,1338.6407051574256,1352.9982207923442,5340216
2026-02-10,1378.4930418933432,1389.5367615202128,1363.0539330884367,1372.2622709553866,5833284
2026-02-11,1355.3872275955473,1373.137598821978,1339.3783994122748,1353.9496764759,6857088
2026-02-12,1345.1724257724786,1355.9431570096922,1326.5692783602558,1348.8325800200764,3847865
2026-02-13,1340.0335405102514,1361.925402317917,1311.4715320891678,1337.7366375480337,2919484
2026-02-16,1341.930997587825,1365.7898453133892,1331.0342400562067,1340.3476684710417,6897954
2026-02-17,1396.054019358479,1416.8782979081452,1370.5222491759018,1398.0369569791546,6017136
2026-02-18,1347.2461037454461,1373.3680123009572,1343.1683300128018,1352.4726315476398,7481240
2026-02-19,1372.2855462685627,1395.7412446527176,1353.4055459573162,1369.9351048316555,2344855
2026-02-20,1331.64328362883,1352.1537523667782,1323.499193602515,1331.372912399866,7750283
2026-02-23,1324.3364935596583,1330.3655412995447,1310.1498515271405,1320.7398759704045,3074961
2026-02-24,1347.796460743813,1365.9108187874076,1340.7453712545803,1347.5247525753432,6625678
2026-02-25,1354.4808598342763,1368.759505137986,1329.8333023817336,1349.7273697333396,5561963
2026-02-26,1325.1137991513754,1339.4744104022914,1313.1790702486833,1324.4263313108952,4377935
2026-02-27,1308.9029269611576,1329.0965273657325,1289.8302003005101,1308.105793824864,3134106
2026-03-02,1329.8265793178673,1350.0289708250787,1307.8761553936124,1324.8365347802835,7998151
2026-03-03,1306.8936157033863,1332.8588146134127,1294.3062139049007,1308.156210583306,6478011
2026-03-04,1309.0799427736188,1329.3433082350045,1304.8295190521833,1313.88857487278,4474968
2026-03-05,1309.3938119050842,1324.4057080442506,1308.701053822378,1315.5931145701677,7672540
2026-03-06,1304.191239994934,1326.5938799427804,1289.8461689214844,1300.8722302867602,7180724
2026-03-09,1354.3268514806255,1376.4845763816759,1334.1221296634958,1352.699424871402,7644807
2026-03-10,1371.6681418145176,1378.2786321116112,1350.1488280263056,1368.8745458158473,7972558
2026-03-11,1316.7124225868315,1345.3448658071402,1308.702375660158,1320.5027386951429,4442266
2026-03-12,1320.7529389572085,1349.497634639552,1303.8093872695936,1325.5731008638986,6437677
2026-03-13,1304.1383493796577,1327.251804924819,1286.461883141148,1310.50024271435,6542001
2026-03-16,1329.4079300768228,1349.862526077258,1311.851403310031,1331.397203140015,7404659
2026-03-17,1314.345087862521,1327.5894842048447,1292.558914394061,1313.164320880585,3218758
2026-03-18,1309.6665078873384,1318.7116229927453,1290.684939932013,1311.0792738784055,7241218
2026-03-19,1322.853553646291,1336.9550065091057,1301.8458953891234,1323.6811863402074,3655743
2026-03-20,1350.547219836621,1368.0352947424637,1319.057920771245,1345.1108374365438,7150635
2026-03-23,1314.989491059112,1323.6643927890252,1291.0012856546443,1316.9879482705746,7481140
2026-03-24,1309.888900924459,1322.8059945798502,1302.915950552953,1309.7056797903595,5977019
2026-03-25,1302.8603669978222,1313.430456925367,1281.52799681594,1299.1752173530142,5068281
2026-03-26,1283.2690551793528,1301.376115190156,1266.3116823101373,1284.598064595338,6981262
2026-03-27,1328.3271496868147,1351.6466424867904,1313.6986644099436,1326.7074163804773,6525208
2026-03-30,1341.8955377898687,1350.6820361249058,1314.6867880041275,1337.050551822466,7290717
2026-03-31,1313.547535666886,1321.0131396912188,1300.14943269756,1307.6692925078253,2518349
